"Tipo","SKU","GTIN, UPC, EAN o ISBN","Nombre","Publicado","¿Está destacado?","Visibilidad en el catálogo","Descripción corta","Descripción","Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?","Inventario","Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal","Categorías","Etiquetas","Clase de envío","Imágenes","Límite de descargas","Días de caducidad de la descarga","Superior","Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón","Posición","Marcas","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Atributo por defecto 1","Meta: _bgm_min_1","Meta: _bgm_descuento_1","Meta: _bgm_min_2","Meta: _bgm_descuento_2","Meta: _bgm_modo_descuento"
"simple","6931848030666","","Sangre Falsa Vampire Halloween","1","0","visible","","Sangre Falsa para disfraces.","","","taxable","","1","48","","0","0","","","","","1","","","1500","Maquillaje, Maquillaje > Accesorios > Otros, Maquillaje > Rostro","","","https://beautygirlmg.cl/wp-content/uploads/2023/07/Sangre-Falsa-Vampire-1.jpg","","","","","","","","","0","","","","","","","3","400","12","800","unico"
"variable","760412263362","","Lapiz De Ojos Retractil Colors","1","0","visible","","","","","taxable","","1","","","0","0","","","","","1","","","","Maquillaje > Ojos > Delineadores, Maquillaje, Maquillaje > Ojos","","","https://beautygirlmg.cl/wp-content/uploads/2023/07/LAPIZ-DE-OJOS-RETRACTIL-COLORS.png, https://beautygirlmg.cl/wp-content/uploads/2023/07/LAPIZ-DE-OJOS-RETRACTIL-COLORS-1.png","","","","","","","","","0","","TONO","01, 02, 03, 04, 05, 06","1","0","","3","500","12","1000","unico"
"variation","","","Lapiz De Ojos Retractil Colors - 01","0","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","1","","TONO","01","","0","","","","","",""
"variation","","","Lapiz De Ojos Retractil Colors - 02","0","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","2","","TONO","02","","0","","","","","",""
"variation","","","Lapiz De Ojos Retractil Colors - 03","1","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","3","","TONO","03","","0","","","","","",""
"variation","","","Lapiz De Ojos Retractil Colors - 04","1","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","4","","TONO","04","","0","","","","","",""
"variation","","","Lapiz De Ojos Retractil Colors - 05","0","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","5","","TONO","05","","0","","","","","",""
"variation","","","Lapiz De Ojos Retractil Colors - 06","1","0","visible","","","","","taxable","parent","1","","","0","0","","","","","0","","","1990","","","","","","","760412263362","","","","","","6","","TONO","06","","0","","","","","",""
"simple","77879127333440","","Pegamento Para Pestañas por punto Salon Pro 60Ml","1","0","visible","","&nbsp;\n\nNO es el original.","","","taxable","","1","14","","0","0","","","","","1","","2990","3990","Maquillaje > Ojos, Maquillaje > Ojos > Pestañas postizas","","","https://beautygirlmg.cl/wp-content/uploads/2023/07/PEGAMENTO-PARA-EXTENSION-DE-CABELLO-SALON-PRO-60ML.png","","","","","","","","","0","","","","","","","3","1000","","","unico"
"simple","6941349394242","","Serum Para Barba Sadoer 30Ml","1","0","visible","","Hará que su barba sea más regular y fácil de cuidar, nuestros productos son adecuados para el cuidado diario. Loción para el cuidado de la barba hará que su barba sea más suave y alivie la picazón.","","","taxable","","1","6","","0","0","","","","","1","","","3990","Skin Care > Limpieza, Maquillaje > Rostro","","","https://beautygirlmg.cl/wp-content/uploads/2023/07/SERUM-PARA-BARBA-SADOER-30ML.jpg","","","","","","","","","0","","","","","","","3","800","12","1400","unico"
