"Tipo","SKU","GTIN, UPC, EAN o ISBN","Nombre","Publicado","¿Está destacado?","Visibilidad en el catálogo","Descripción corta","Descripción","Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?","Inventario","Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal","Categorías","Etiquetas","Clase de envío","Imágenes","Límite de descargas","Días de caducidad de la descarga","Superior","Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón","Posición","Marcas","Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Atributo por defecto 1","Meta: _bgm_min_1","Meta: _bgm_descuento_1","Meta: _bgm_min_2","Meta: _bgm_descuento_2","Meta: _bgm_modo_descuento"
"simple","9003205676897","","Pincel Kolinsky#12 Cherimoya","1","0","visible","","Pincel para uso de sistema en acrílico, profesional. Tipo: Pincel acrílico kolinsky 10% sintético, 90% natural","","","taxable","","1","3","","0","0","","","","","1","","16000","17000","Uñas > Implementos y herramientas, Uñas","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Pincel-Kolinsky12-cherimoya.png","","","","","","","","","0","","","","","","","","","","",""
"variable","7805251010234","","Esmalte Reflectante Cherimoya","1","0","visible","","Esmalte efecto glitter reflectivo","","","taxable","","1","","","0","0","","","","","1","","","","Uñas > Esmaltes, Uñas","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya.png, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-030.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-023.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-015.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-010.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-009.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-001.jpg, https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-006.jpg","","","","","","","","","0","","NUMERO","001, 006, 009, 010, 015, 023, 030","1","0","","3","500","","","unico"
"variation","","","Esmalte Reflectante Cherimoya - 015","1","0","visible","","","","","taxable","parent","0","0","","0","0","","","","","0","","","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-001.jpg","","","7805251010234","","","","","","2","","NUMERO","015","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 006","1","0","visible","","","","","taxable","parent","1","2","","0","0","","","","","0","","3800","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-006.jpg","","","7805251010234","","","","","","3","","NUMERO","006","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 009","1","0","visible","","","","","taxable","parent","1","5","","0","0","","","","","0","","3800","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-009.jpg","","","7805251010234","","","","","","4","","NUMERO","009","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 006","0","0","visible","","","","","taxable","parent","0","0","","0","0","","","","","0","","","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-010.jpg","","","7805251010234","","","","","","1","","NUMERO","006","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 015","1","0","visible","","","","","taxable","parent","1","1","","0","0","","","","","0","","3800","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-015.jpg","","","7805251010234","","","","","","5","","NUMERO","015","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 023","1","0","visible","","","","","taxable","parent","0","0","","0","0","","","","","0","","3800","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-023.jpg","","","7805251010234","","","","","","6","","NUMERO","023","","0","","","","","",""
"variation","","","Esmalte Reflectante Cherimoya - 023","1","0","visible","","","","","taxable","parent","0","0","","0","0","","","","","0","","3800","4490","","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/Esmalte-reflectante-cherimoya-030.jpg","","","7805251010234","","","","","","7","","NUMERO","023","","0","","","","","",""
"simple","7805250200001","","Top Coat 8Ml Uv/Led Cherimoya","1","0","visible","","Es un acabado final con multiples beneficios, el mas importante es ofrecer un brillo intenso al esmaltado permanente.","","","taxable","","1","30","","0","0","","","","","1","","","2490","Uñas > Top y base coats, Uñas","","","https://beautygirlmg.cl/wp-content/uploads/2023/10/top-cherimoya.png","","","","","","","","","0","","","","","","","","","","",""
